Vehicle_make,Vehicle_type,Vehicle_year,Engine_type,Engine_displacement,Transmission_type,Number_of_cylinders,Vehicle_weight,Vehicle_length,Vehicle_width,Vehicle_height,Safety_rating,Number_of_airbags,ABS_presence,ESC_presence,TCS_presence,TPMS_presence,Crash_location,Weather_conditions,Road_surface_conditions,Time_of_day,Day_of_week,Driver_age,Driver_gender,Crash_severity
Maruti Suzuki,sedan,2007,petrol,2835,automatic,4,2292,4688,1779,1794,4,5,True,True,True,True,urban,rain,dry,afternoon,Thursday,24,Male,moderate
Hyundai,sedan,2007,electric,2227,manual,4,1409,3896,1408,1408,2,5,,1.0,1.0,1.0,urban,fog,wet,evening,Tuesday,69,Female,severe
Maruti Suzuki,hatchback,2004,petrol,1537,manual,4,1396,3771,1990,1595,2,3,0.0,1.0,1.0,0.0,urban,clear,dry,evening,Sunday,48,Female,moderate
Honda,pickup,2011,electric,2577,manual,3,1636,4950,1904,1402,1,3,1.0,0.0,1.0,0.0,rural,rain,muddy,evening,Saturday,80,Female,severe
Maruti Suzuki,hatchback,2006,petrol,1179,manual,6,1738,4596,1677,1668,4,6,True,True,True,True,nan,clear,muddy,night,Sunday,26,Male,moderate
Hyundai,pickup,2012,CNG,2003,automatic,3,1689,3549,1833,1751,4,4,True,True,True,True,urban,rain,dry,evening,nan,65,Male,severe
Mahindra,pickup,2012,diesel,2461,manual,6,1584,3570,1806,1405,4,6,True,True,True,True,urban,clear,wet,morning,nan,19,Male,severe
Honda,SUV,2016,electric,2275,automatic,6,2484,3991,1483,1784,4,3,True,True,True,True,nan,clear,muddy,night,Monday,38,Female,severe
Hyundai,hatchback,2003,CNG,1155,automatic,4,1317,3973,1835,1633,3,7,1.0,0.0,1.0,1.0,rural,clear,dry,morning,Thursday,83,Female,severe
Honda,hatchback,2017,petrol,815,manual,3,2444,4724,1772,1788,3,6,0.0,0.0,1.0,1.0,urban,clear,wet,afternoon,Friday,58,Female,severe
Tata Motors,SUV,2009,petrol,2183,manual,6,2022,3523,1544,1465,1,7,1.0,1.0,1.0,1.0,urban,nan,dry,night,Monday,33,Female,severe
Maruti Suzuki,sedan,2002,petrol,1839,automatic,3,1642,4492,1550,1495,3,4,1.0,0.0,1.0,1.0,nan,clear,wet,afternoon,Monday,61,Male,moderate
Tata Motors,hatchback,2011,electric,2286,automatic,6,2161,3968,1948,1511,4,2,True,True,True,True,urban,clear,wet,evening,Monday,68,nan,severe
Hyundai,hatchback,2000,diesel,1493,automatic,4,837,4960,1600,1524,2,1,1.0,1.0,1.0,1.0,rural,clear,dry,night,Saturday,48,Male,severe
Mahindra,SUV,2010,electric,2412,manual,6,1118,3713,1853,1440,1,3,0.0,,0.0,1.0,urban,rain,nan,evening,Friday,30,Male,severe
Honda,sedan,2017,CNG,1210,manual,4,1439,4818,1908,1768,2,2,0.0,1.0,1.0,0.0,rural,clear,dry,night,Thursday,31,Female,severe
Maruti Suzuki,hatchback,2012,petrol,1718,manual,6,939,3646,1761,1406,3,1,1.0,0.0,1.0,,rural,nan,wet,afternoon,Tuesday,47,Male,moderate
Honda,pickup,2016,petrol,1539,automatic,4,2071,4439,1591,1676,4,7,True,True,True,True,nan,nan,dry,morning,Wednesday,53,Male,moderate
Hyundai,pickup,2007,petrol,2290,manual,6,1717,3881,1929,1608,1,2,1.0,1.0,,0.0,urban,fog,dry,afternoon,Saturday,40,Male,severe
Honda,SUV,2019,petrol,2132,automatic,6,2482,4952,1562,1592,3,2,1.0,1.0,1.0,1.0,urban,rain,nan,night,Thursday,27,Female,severe
Maruti Suzuki,hatchback,2018,petrol,1258,automatic,3,1226,4939,1678,1559,2,2,1.0,1.0,1.0,0.0,rural,rain,wet,afternoon,nan,63,Female,moderate
Hyundai,SUV,2016,electric,1511,automatic,6,1654,4528,1750,1495,2,2,1.0,1.0,1.0,,urban,rain,dry,evening,Saturday,57,Female,severe
Honda,pickup,2001,diesel,1996,automatic,6,2018,4343,1611,1646,4,3,True,True,True,True,urban,clear,dry,afternoon,Friday,35,Male,severe
Mahindra,SUV,2002,CNG,2756,automatic,6,1014,4371,1534,1405,3,5,1.0,1.0,1.0,,nan,clear,dry,night,Monday,55,Female,severe
Hyundai,SUV,2002,petrol,1703,manual,6,1444,3889,1907,1440,1,2,1.0,,1.0,1.0,rural,fog,wet,afternoon,Saturday,69,Male,severe
Hyundai,hatchback,2005,electric,2344,automatic,3,1340,4349,1884,1432,1,6,1.0,1.0,1.0,1.0,urban,rain,dry,morning,Friday,33,Female,severe
Mahindra,hatchback,2009,diesel,1594,manual,4,2433,4530,1926,1552,1,7,1.0,0.0,0.0,1.0,rural,clear,dry,night,Saturday,80,Male,severe
Tata Motors,hatchback,2021,electric,1604,automatic,3,1675,4222,1785,1679,2,1,0.0,1.0,1.0,0.0,urban,clear,dry,afternoon,Thursday,18,Male,severe
Maruti Suzuki,sedan,2017,petrol,1895,manual,4,1188,4282,1858,1494,3,3,1.0,1.0,1.0,1.0,urban,clear,dry,evening,Friday,31,Female,moderate
Tata Motors,SUV,2017,electric,2754,manual,6,2252,4852,1496,1795,1,7,1.0,1.0,0.0,1.0,rural,clear,dry,evening,nan,68,Male,severe
Honda,hatchback,2013,electric,1639,automatic,3,951,4799,1413,1642,1,3,,,1.0,1.0,rural,clear,nan,afternoon,Tuesday,31,Female,severe
Mahindra,hatchback,2015,petrol,1402,manual,3,1926,4763,1554,1505,1,7,1.0,,1.0,0.0,urban,clear,nan,evening,Tuesday,74,Female,severe
Tata Motors,hatchback,2006,diesel,2232,manual,4,2228,4326,1529,1408,1,2,1.0,1.0,1.0,0.0,nan,clear,muddy,evening,Monday,55,Female,severe
Hyundai,pickup,2000,CNG,2633,automatic,6,2111,3503,1403,1492,1,2,0.0,1.0,1.0,1.0,rural,clear,dry,afternoon,Wednesday,83,Male,severe
Honda,pickup,2016,electric,1166,automatic,6,1546,3605,1551,1525,3,7,,0.0,1.0,1.0,rural,clear,dry,evening,Sunday,22,Male,severe
Honda,SUV,2022,CNG,2405,automatic,4,932,3539,1589,1466,2,1,1.0,1.0,1.0,1.0,urban,clear,dry,morning,Wednesday,22,Male,severe
Tata Motors,SUV,2004,petrol,1641,manual,6,2269,4076,1527,1403,4,5,True,True,True,True,urban,fog,wet,evening,Sunday,26,Male,severe
Tata Motors,SUV,2000,CNG,2133,manual,6,2225,4046,1988,1453,3,3,1.0,1.0,0.0,1.0,urban,nan,dry,evening,Friday,81,Male,severe
Mahindra,hatchback,2020,electric,1107,manual,6,1541,4055,1855,1740,2,2,1.0,1.0,1.0,0.0,urban,clear,dry,night,Tuesday,57,Female,severe
Maruti Suzuki,hatchback,2016,petrol,2835,automatic,4,1858,4786,1477,1533,2,4,1.0,1.0,0.0,1.0,urban,clear,dry,afternoon,Tuesday,53,nan,moderate
Tata Motors,pickup,2009,electric,2496,manual,3,1391,4161,1833,1444,3,4,0.0,0.0,0.0,1.0,nan,nan,dry,afternoon,Saturday,44,Female,severe
Tata Motors,hatchback,2011,diesel,1208,automatic,3,1666,4802,1985,1624,2,2,1.0,,1.0,0.0,urban,rain,dry,evening,Tuesday,74,Female,severe
Hyundai,hatchback,2019,CNG,1625,automatic,6,1553,4076,1524,1541,2,4,1.0,1.0,1.0,1.0,urban,clear,dry,morning,nan,26,Male,severe
Honda,SUV,2001,diesel,2004,manual,4,1143,3843,1611,1739,2,1,1.0,1.0,0.0,1.0,urban,clear,dry,night,Sunday,18,Male,severe
Maruti Suzuki,hatchback,2022,petrol,2934,manual,3,1283,4287,1592,1570,2,5,0.0,,1.0,0.0,urban,rain,dry,evening,Sunday,61,Male,moderate
Hyundai,hatchback,2015,electric,2850,automatic,4,2468,3663,1987,1766,1,7,1.0,0.0,1.0,1.0,urban,clear,dry,evening,Monday,83,Female,severe
Mahindra,pickup,2014,petrol,2351,automatic,4,2344,3901,1626,1790,3,4,1.0,1.0,1.0,0.0,urban,rain,dry,night,Tuesday,34,Male,severe
Mahindra,pickup,2012,petrol,897,manual,4,1187,3984,1739,1710,3,1,,0.0,1.0,1.0,urban,clear,muddy,evening,Thursday,36,Female,severe
Tata Motors,hatchback,2017,electric,2574,automatic,4,1344,3852,1539,1564,4,4,True,True,True,True,urban,clear,dry,night,Tuesday,76,Male,severe
Tata Motors,sedan,2019,diesel,2345,automatic,3,1658,4172,1812,1603,1,6,1.0,1.0,0.0,1.0,urban,clear,dry,afternoon,Wednesday,72,Female,severe
Mahindra,sedan,2021,diesel,1120,manual,4,1717,4336,1585,1671,1,1,1.0,1.0,1.0,1.0,nan,rain,dry,afternoon,Tuesday,73,Male,severe
Tata Motors,pickup,2013,electric,1333,automatic,4,1498,4605,1722,1672,1,1,1.0,0.0,1.0,1.0,rural,nan,dry,evening,Monday,20,Male,severe
Maruti Suzuki,sedan,2017,petrol,2007,manual,4,1834,3764,1614,1650,4,2,True,True,True,True,rural,rain,dry,evening,Wednesday,72,Male,moderate
Tata Motors,sedan,2001,diesel,1216,manual,6,1380,4565,1988,1470,3,3,1.0,1.0,1.0,1.0,urban,rain,dry,evening,nan,63,Male,severe
Honda,sedan,2001,electric,2037,manual,4,1961,4490,1908,1745,1,1,1.0,1.0,1.0,1.0,rural,clear,dry,afternoon,nan,80,Female,severe
Tata Motors,SUV,2002,petrol,1638,automatic,6,930,4722,1474,1654,3,4,,1.0,,1.0,nan,clear,dry,evening,Friday,46,Male,severe
Hyundai,sedan,2004,electric,1469,manual,3,2222,4906,1808,1528,4,2,True,True,True,True,nan,rain,nan,afternoon,Saturday,36,Male,severe
Maruti Suzuki,sedan,2015,petrol,2743,manual,4,2074,3706,1739,1401,1,3,1.0,1.0,1.0,0.0,urban,fog,wet,night,Wednesday,38,Male,moderate
Hyundai,sedan,2021,electric,2980,manual,6,2458,3609,1960,1750,3,5,0.0,,0.0,1.0,urban,nan,wet,afternoon,Tuesday,24,Male,severe
Hyundai,SUV,2014,CNG,2461,manual,6,1165,4953,1718,1483,2,1,1.0,,1.0,1.0,urban,rain,wet,morning,Monday,65,Female,severe
Honda,hatchback,2011,CNG,1540,manual,6,1220,3571,1638,1756,1,7,1.0,1.0,1.0,1.0,urban,clear,dry,afternoon,Thursday,43,Female,severe
Maruti Suzuki,hatchback,2008,petrol,822,manual,6,1223,3907,1909,1522,2,1,1.0,0.0,1.0,0.0,urban,fog,nan,night,Thursday,39,Female,moderate
Maruti Suzuki,hatchback,2013,petrol,2454,automatic,4,961,4339,1853,1560,1,3,0.0,0.0,1.0,0.0,urban,clear,dry,evening,Thursday,42,Female,moderate
Maruti Suzuki,hatchback,2020,petrol,1259,automatic,4,894,4208,1886,1796,3,2,,,1.0,1.0,rural,fog,nan,morning,Friday,46,Female,moderate
Maruti Suzuki,hatchback,2015,petrol,1449,automatic,3,1985,3778,1457,1720,2,7,,1.0,0.0,1.0,rural,rain,wet,afternoon,Friday,37,Female,moderate
Maruti Suzuki,sedan,2010,petrol,1281,automatic,3,1634,4630,1664,1706,2,7,1.0,1.0,1.0,1.0,urban,clear,dry,evening,Saturday,58,Male,moderate
Honda,pickup,2005,diesel,919,manual,6,2184,4962,1641,1560,2,5,1.0,1.0,1.0,1.0,rural,fog,wet,evening,Sunday,67,Male,severe
Tata Motors,sedan,2009,petrol,1472,automatic,6,2052,3550,1475,1402,1,3,,1.0,0.0,1.0,rural,fog,muddy,night,Sunday,59,Female,severe
Hyundai,sedan,2007,petrol,2684,automatic,3,1939,4646,1747,1628,1,5,0.0,0.0,1.0,0.0,rural,nan,nan,evening,Wednesday,72,Male,severe
Maruti Suzuki,sedan,2015,petrol,1117,automatic,3,1020,3930,1930,1459,4,3,True,True,True,True,nan,nan,wet,night,Saturday,22,Male,severe
Tata Motors,SUV,2002,electric,2015,manual,4,1262,4050,1541,1571,1,6,1.0,1.0,,0.0,urban,clear,wet,night,nan,34,Female,severe
Tata Motors,hatchback,2001,petrol,1193,manual,3,1730,3823,1907,1777,2,2,,1.0,1.0,1.0,rural,clear,nan,evening,Friday,23,Female,severe
Hyundai,pickup,2015,diesel,1770,manual,6,1480,3874,1512,1503,4,4,True,True,True,True,rural,fog,dry,afternoon,Saturday,79,Male,severe
Honda,pickup,2018,diesel,1112,automatic,4,2138,4373,1892,1532,3,3,1.0,1.0,1.0,1.0,nan,rain,muddy,night,Sunday,50,Female,severe
Mahindra,SUV,2008,electric,2932,manual,6,2153,4047,1749,1442,2,4,0.0,1.0,1.0,,urban,fog,dry,morning,Tuesday,76,Female,severe
Mahindra,hatchback,2015,diesel,2861,manual,4,1456,4944,1418,1702,2,3,0.0,0.0,1.0,0.0,nan,clear,muddy,night,Tuesday,45,Male,severe
Tata Motors,hatchback,2021,petrol,876,manual,4,1085,4437,1616,1628,3,1,1.0,1.0,1.0,1.0,urban,rain,dry,evening,nan,44,Male,severe
Hyundai,SUV,2003,electric,1931,automatic,6,2005,3875,1899,1405,3,2,1.0,1.0,1.0,1.0,rural,clear,dry,evening,nan,55,Male,severe
Mahindra,SUV,2009,diesel,2488,manual,4,1619,3608,1824,1587,4,1,True,True,True,True,urban,clear,dry,night,Tuesday,38,Male,severe
Tata Motors,SUV,2018,diesel,2703,automatic,4,1255,3990,1810,1773,2,5,1.0,0.0,1.0,0.0,nan,clear,dry,afternoon,Monday,25,Male,moderate
Honda,sedan,2012,petrol,2278,automatic,6,1718,4746,1910,1405,2,4,,1.0,1.0,0.0,urban,clear,dry,morning,Sunday,22,Male,severe
Mahindra,hatchback,2017,petrol,2477,manual,4,1074,4542,1507,1685,3,5,1.0,1.0,1.0,,urban,clear,dry,evening,Tuesday,53,Female,severe
Tata Motors,hatchback,2014,petrol,2631,manual,6,836,4048,1504,1500,2,6,1.0,1.0,1.0,1.0,urban,clear,wet,morning,Saturday,39,Male,severe
Tata Motors,hatchback,2003,petrol,1787,manual,4,1242,4740,1954,1781,2,7,0.0,1.0,1.0,0.0,urban,rain,muddy,afternoon,Tuesday,67,Female,severe
Maruti Suzuki,hatchback,2008,petrol,2321,manual,4,1674,3732,1688,1619,4,4,True,True,True,True,rural,clear,dry,night,Thursday,31,Female,moderate
Honda,SUV,2003,electric,1776,automatic,6,1859,4933,1826,1537,3,4,1.0,1.0,0.0,1.0,nan,clear,dry,afternoon,Thursday,83,Female,severe
Maruti Suzuki,hatchback,2015,petrol,1554,automatic,6,867,4053,1689,1555,1,2,0.0,1.0,1.0,1.0,rural,clear,wet,afternoon,Wednesday,67,Female,moderate
Hyundai,SUV,2020,CNG,2496,automatic,6,2233,4713,1733,1661,2,5,1.0,1.0,1.0,1.0,rural,clear,dry,afternoon,Friday,36,Female,severe
Maruti Suzuki,sedan,2014,petrol,1631,automatic,6,1159,4462,1419,1472,4,1,True,True,True,True,urban,clear,dry,night,Sunday,41,Male,moderate
Maruti Suzuki,hatchback,2001,petrol,1919,manual,3,1944,4829,1717,1679,2,1,0.0,1.0,0.0,0.0,nan,clear,wet,afternoon,Friday,80,Male,moderate
Mahindra,sedan,2013,electric,827,automatic,4,2490,4372,1862,1451,4,4,True,True,True,True,urban,rain,dry,evening,Friday,47,Male,severe
Tata Motors,pickup,2002,diesel,2053,automatic,4,1516,4976,1401,1481,4,4,True,True,True,True,urban,clear,dry,morning,Thursday,20,Male,severe
Honda,pickup,2021,diesel,1215,manual,3,1747,3606,1615,1723,1,4,1.0,0.0,1.0,1.0,urban,nan,dry,morning,nan,18,Male,severe
Maruti Suzuki,hatchback,2022,petrol,2872,automatic,4,2379,4748,1999,1773,4,5,True,True,True,True,rural,nan,wet,morning,Monday,81,Male,moderate
Honda,hatchback,2003,petrol,2510,manual,3,1281,4909,1652,1682,3,7,1.0,1.0,0.0,,urban,rain,dry,night,Monday,64,Female,severe
Maruti Suzuki,hatchback,2000,petrol,1341,manual,4,1088,3559,1622,1668,4,5,True,True,True,True,urban,rain,dry,morning,Thursday,46,Male,moderate
Hyundai,hatchback,2022,petrol,964,manual,3,889,3871,1607,1474,1,3,1.0,,0.0,1.0,urban,rain,dry,afternoon,Sunday,39,Female,severe
Maruti Suzuki,hatchback,2008,petrol,1784,automatic,3,1011,4665,1467,1546,2,7,1.0,1.0,0.0,1.0,urban,rain,dry,afternoon,nan,33,Male,moderate
Mahindra,SUV,2016,diesel,2424,manual,6,1374,3617,1625,1560,4,1,True,True,True,True,urban,clear,dry,afternoon,nan,81,Male,severe
Tata Motors,hatchback,2013,petrol,1417,manual,4,1895,4179,1990,1605,1,4,1.0,0.0,,1.0,rural,nan,muddy,afternoon,Tuesday,57,Female,severe
Hyundai,hatchback,2016,electric,868,manual,4,1647,4715,1738,1668,3,5,1.0,1.0,1.0,0.0,urban,fog,dry,evening,Thursday,84,Male,severe
Maruti Suzuki,hatchback,2000,petrol,2343,automatic,6,1089,3785,1767,1662,2,7,1.0,1.0,1.0,1.0,urban,clear,muddy,night,Saturday,37,Male,moderate
Honda,hatchback,2009,diesel,2458,automatic,4,1166,3518,1891,1688,1,3,0.0,0.0,1.0,,rural,clear,wet,evening,Sunday,43,Male,severe
Hyundai,sedan,2022,electric,900,manual,4,826,4505,1946,1559,2,4,1.0,1.0,1.0,0.0,rural,rain,nan,morning,Saturday,59,Female,severe
Hyundai,hatchback,2015,diesel,800,automatic,4,1219,4101,1758,1444,3,1,0.0,1.0,0.0,0.0,urban,nan,dry,evening,nan,24,Male,severe
Maruti Suzuki,sedan,2018,petrol,2854,automatic,6,1699,4513,1696,1711,4,6,True,True,True,True,urban,clear,wet,afternoon,Tuesday,52,Male,moderate
Hyundai,SUV,2002,diesel,2693,automatic,6,2185,3615,1812,1628,4,5,True,True,True,True,urban,clear,dry,night,Friday,22,Female,severe
Honda,sedan,2011,petrol,2678,automatic,3,2388,4563,1798,1701,1,4,1.0,1.0,1.0,,urban,nan,wet,evening,Thursday,20,Female,severe
Hyundai,hatchback,2002,electric,985,automatic,3,2278,4788,1943,1625,3,2,1.0,1.0,1.0,1.0,nan,clear,dry,morning,Sunday,79,Male,severe
Honda,SUV,2014,CNG,2060,manual,6,1604,3620,1790,1674,4,7,True,True,True,True,urban,rain,dry,morning,Monday,55,Male,severe
Maruti Suzuki,sedan,2016,petrol,1142,automatic,6,1411,4121,1927,1499,2,2,,1.0,1.0,1.0,urban,nan,dry,morning,Friday,36,Female,moderate
Tata Motors,SUV,2017,CNG,1794,automatic,4,1271,3863,1665,1627,2,1,1.0,1.0,1.0,,urban,clear,wet,afternoon,Saturday,28,Female,severe
Hyundai,sedan,2006,diesel,935,automatic,6,2414,3704,1648,1590,3,3,1.0,1.0,1.0,1.0,rural,clear,dry,evening,Tuesday,72,Male,severe
Tata Motors,sedan,2018,CNG,2722,automatic,6,1168,3985,1583,1469,2,3,1.0,1.0,1.0,1.0,rural,fog,muddy,evening,Sunday,30,Male,severe
Honda,pickup,2006,diesel,1182,manual,4,2149,4170,1593,1650,3,7,,1.0,1.0,1.0,rural,clear,dry,evening,Friday,60,Female,severe
Hyundai,pickup,2004,electric,985,manual,3,1209,4345,1898,1780,3,6,1.0,1.0,1.0,0.0,urban,clear,dry,evening,Tuesday,24,Male,severe
Mahindra,hatchback,2007,petrol,1727,automatic,3,2425,3594,1452,1646,4,2,True,True,True,True,rural,rain,dry,evening,nan,71,Male,severe
Tata Motors,pickup,2020,CNG,1763,manual,4,2326,4922,1481,1709,3,7,0.0,0.0,1.0,1.0,urban,rain,dry,morning,Sunday,62,Female,severe
Hyundai,sedan,2015,diesel,1360,automatic,6,1848,4045,1945,1705,4,6,True,True,True,True,rural,clear,muddy,evening,Monday,58,Male,severe
Tata Motors,SUV,2015,electric,2362,automatic,4,960,4253,1484,1720,2,1,1.0,1.0,0.0,,urban,clear,dry,evening,Tuesday,28,Male,severe
Hyundai,SUV,2018,electric,1655,manual,4,2018,3829,1784,1700,3,2,1.0,1.0,1.0,1.0,urban,clear,wet,night,Thursday,78,Male,severe
Maruti Suzuki,sedan,2014,petrol,2728,manual,3,2244,4324,1970,1429,2,7,0.0,0.0,,0.0,rural,clear,dry,night,Friday,43,Female,moderate
Tata Motors,pickup,2006,electric,2637,automatic,3,1477,4160,1424,1478,3,4,0.0,1.0,1.0,1.0,rural,rain,dry,night,Friday,35,Female,severe
Mahindra,hatchback,2004,electric,2512,automatic,6,812,4114,1942,1728,2,5,1.0,1.0,1.0,1.0,urban,rain,dry,evening,Tuesday,19,nan,severe
Mahindra,sedan,2022,electric,2538,manual,4,2230,3809,1985,1646,1,7,0.0,1.0,1.0,0.0,urban,clear,wet,morning,Monday,38,Male,severe
Honda,pickup,2010,diesel,1980,automatic,6,2178,4740,1402,1716,3,3,1.0,,,1.0,urban,clear,wet,evening,nan,67,Male,severe
Hyundai,hatchback,2009,electric,1657,automatic,6,2069,4176,1593,1620,4,5,True,True,True,True,rural,clear,nan,evening,Saturday,63,Female,severe
Tata Motors,SUV,2020,electric,2134,manual,6,887,3667,1776,1529,1,7,1.0,,1.0,1.0,rural,rain,wet,afternoon,Monday,58,Male,severe
Honda,SUV,2022,electric,2532,manual,6,1238,4031,1944,1557,1,1,0.0,1.0,1.0,1.0,urban,clear,dry,afternoon,nan,52,Male,severe
Tata Motors,hatchback,2008,electric,2447,manual,4,1220,4632,1490,1573,4,6,True,True,True,True,urban,clear,dry,evening,Wednesday,56,Female,severe
Hyundai,hatchback,2000,electric,1465,automatic,6,2475,3698,1884,1646,3,1,,1.0,1.0,1.0,urban,clear,dry,afternoon,Thursday,67,Male,severe
Mahindra,hatchback,2019,diesel,2193,automatic,3,2079,3901,1950,1467,1,2,1.0,1.0,1.0,1.0,urban,clear,dry,afternoon,Saturday,29,Male,severe
Maruti Suzuki,hatchback,2000,petrol,2824,manual,4,2099,4244,1428,1546,4,1,True,True,True,True,urban,clear,dry,afternoon,Saturday,72,Female,moderate
Mahindra,sedan,2007,electric,1729,manual,4,2481,3671,1504,1404,1,5,1.0,1.0,1.0,0.0,rural,nan,nan,afternoon,Friday,75,Male,severe
Honda,SUV,2002,petrol,1617,automatic,4,1830,3683,1424,1472,3,3,1.0,1.0,1.0,1.0,urban,clear,dry,afternoon,Tuesday,56,Female,severe
Maruti Suzuki,hatchback,2001,petrol,1103,automatic,3,1299,3516,1893,1611,1,2,1.0,0.0,0.0,1.0,rural,clear,dry,afternoon,Wednesday,74,Male,moderate
Honda,sedan,2003,electric,2203,automatic,6,1045,4053,1674,1456,3,1,0.0,1.0,1.0,1.0,rural,clear,dry,afternoon,Thursday,27,Female,severe
Hyundai,pickup,2018,diesel,999,manual,3,1145,4466,1848,1451,3,4,1.0,0.0,1.0,0.0,urban,clear,dry,morning,nan,58,Female,severe
Maruti Suzuki,hatchback,2010,petrol,1470,manual,3,2027,3655,1498,1768,1,1,0.0,0.0,1.0,1.0,rural,rain,muddy,night,Wednesday,41,Male,moderate
Honda,pickup,2004,diesel,2528,automatic,3,2305,4544,1927,1458,3,7,0.0,1.0,1.0,1.0,urban,clear,dry,morning,Sunday,33,Male,severe
Hyundai,sedan,2009,CNG,2049,automatic,3,1279,4944,1983,1715,1,3,1.0,1.0,,0.0,rural,clear,wet,morning,Monday,69,Female,severe
Mahindra,SUV,2022,electric,2845,automatic,4,1917,4674,1598,1522,3,2,1.0,0.0,1.0,0.0,rural,clear,dry,night,Wednesday,75,Female,severe
Hyundai,hatchback,2007,petrol,1050,automatic,4,1697,4634,1996,1479,3,3,1.0,0.0,,1.0,nan,fog,dry,afternoon,Wednesday,42,Female,severe
Tata Motors,SUV,2012,diesel,2099,manual,6,2133,4838,1862,1778,3,5,1.0,1.0,0.0,1.0,urban,clear,dry,morning,Sunday,27,Female,severe
Hyundai,sedan,2004,CNG,2787,manual,3,1319,4139,1572,1640,1,5,1.0,1.0,,1.0,urban,clear,muddy,afternoon,Tuesday,23,Male,severe
Hyundai,hatchback,2011,petrol,1777,manual,6,1229,3957,1835,1483,2,1,1.0,1.0,,,urban,rain,dry,evening,nan,48,Male,severe
Tata Motors,hatchback,2012,diesel,1583,manual,6,969,4505,1661,1502,1,4,1.0,1.0,0.0,,rural,rain,dry,evening,Friday,42,nan,severe
Honda,hatchback,2021,CNG,1338,manual,6,918,4575,1843,1560,4,4,True,True,True,True,urban,rain,muddy,evening,Sunday,55,Female,severe
Honda,pickup,2007,petrol,1700,automatic,6,1557,4796,1692,1539,3,7,1.0,1.0,0.0,1.0,urban,clear,dry,night,Wednesday,47,Male,severe
Hyundai,SUV,2014,electric,2715,manual,6,2463,4305,1910,1711,1,2,1.0,1.0,,1.0,urban,fog,dry,afternoon,Wednesday,46,Male,severe
Tata Motors,pickup,2012,petrol,1009,manual,6,862,3884,1403,1775,3,1,1.0,1.0,,1.0,rural,clear,dry,morning,Monday,20,Female,severe
Tata Motors,hatchback,2000,petrol,2533,manual,4,1940,4086,1866,1550,2,3,1.0,1.0,,1.0,rural,clear,nan,afternoon,Saturday,56,Male,severe
Mahindra,SUV,2021,petrol,2782,automatic,4,908,4428,1574,1448,2,1,1.0,1.0,1.0,1.0,rural,clear,wet,evening,Tuesday,83,Female,severe
Honda,SUV,2005,diesel,1543,automatic,6,1545,4362,1740,1574,1,4,1.0,1.0,0.0,1.0,urban,fog,wet,evening,Saturday,76,Female,severe
Maruti Suzuki,hatchback,2010,petrol,2553,manual,4,2316,4611,1865,1469,1,3,1.0,,1.0,0.0,rural,fog,dry,afternoon,Monday,54,Male,moderate
Honda,pickup,2012,electric,2718,manual,4,1516,4543,1569,1654,4,6,True,True,True,True,urban,nan,wet,afternoon,Tuesday,36,Male,severe
Honda,pickup,2020,diesel,2834,manual,6,2423,4954,1845,1700,2,3,0.0,1.0,0.0,1.0,urban,rain,muddy,night,nan,40,Female,severe
Mahindra,sedan,2019,petrol,2729,manual,3,1216,4080,1926,1603,4,6,True,True,True,True,urban,rain,wet,evening,Saturday,77,Male,severe
Maruti Suzuki,sedan,2000,petrol,2286,automatic,6,2148,4693,1970,1562,1,4,1.0,1.0,0.0,1.0,rural,rain,dry,evening,Monday,37,Female,moderate
Mahindra,hatchback,2010,petrol,2803,manual,6,1691,4165,1697,1727,4,6,True,True,True,True,nan,clear,dry,evening,Thursday,82,Female,minor
Maruti Suzuki,sedan,2010,petrol,2300,manual,6,2063,4316,1909,1775,3,7,1.0,1.0,1.0,1.0,nan,clear,wet,evening,Tuesday,67,Male,moderate
Hyundai,pickup,2007,diesel,997,manual,4,1509,3605,1558,1775,3,2,1.0,1.0,1.0,1.0,urban,nan,dry,afternoon,Thursday,78,Male,severe
Maruti Suzuki,hatchback,2021,petrol,2767,manual,6,2339,3826,1816,1554,4,7,True,True,True,True,urban,fog,dry,afternoon,nan,84,Female,moderate
Mahindra,SUV,2002,petrol,2906,automatic,4,1417,4742,1759,1702,1,1,1.0,1.0,1.0,1.0,urban,clear,wet,evening,Wednesday,75,Female,severe
Honda,pickup,2018,electric,2322,manual,6,2442,4285,1745,1644,4,6,True,True,True,True,rural,rain,muddy,morning,Sunday,39,Female,severe
Maruti Suzuki,sedan,2011,petrol,2334,manual,3,1051,3764,1813,1687,2,4,1.0,1.0,0.0,1.0,rural,clear,wet,night,Monday,70,Female,moderate
Maruti Suzuki,hatchback,2005,petrol,2513,manual,3,2009,3821,1525,1428,3,1,1.0,1.0,1.0,1.0,rural,clear,muddy,night,Wednesday,26,Female,moderate
Tata Motors,SUV,2022,diesel,2971,manual,4,1537,3815,1509,1598,3,1,1.0,1.0,1.0,1.0,nan,clear,wet,evening,Wednesday,54,Male,moderate
Honda,sedan,2007,diesel,1487,manual,6,2236,3607,1848,1452,3,2,1.0,,1.0,,urban,clear,nan,evening,Tuesday,46,Male,severe
Hyundai,sedan,2004,CNG,1266,automatic,4,1303,4040,1541,1492,3,3,,1.0,1.0,1.0,urban,clear,dry,evening,Wednesday,35,Male,severe
